C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C016	C017	C018	C019	C020	C021	C022	C023	C024	C025	PH001	PH002	PH003	PH004	PH005	PH006	PH007	PH008	PH010	PH011	PH012	PH013	PH014	PH015	PH016	PH017	PH018	PH019	PH020	PH021	PH022	PH023	PH024	PH025	PH026	PH027	PH028	PH029	PH030	PH031	PH032	PH033	PH034	PH035	PT001	PT002	PT003	PT004	PT005	PT006	PT007	PT008	PT009	PT010	PT011	PT012	PT013	PT014	PT015	PT016	PT017	PT018	PT019	PT020	PT021	PT022	PT023	PT024	PT025	PT026	PT027	PT028	PT029	PT030	PT031	PT032	PT033	PT034	PT035
LCN2	-0.628676368885128	-0.415887062264762	-0.366164696136215	-0.367299877389573	-0.441804467557553	-0.434932281797258	-0.414203572554211	-0.478808101227198	-0.76141918581448	-0.880913112324062	-0.654800563603011	-0.539504061223741	-0.766952102287687	-0.728504213571993	-0.867845922970295	NA	-0.762402769946921	-0.581735867844417	-0.652896129167539	-0.65101846085591	NA	-0.59093943928771	NA	-0.690540236121584	NA	-0.279500826634865	-0.341530318351101	-0.313929643452073	-0.330406048571829	-0.31942094214091	-0.317769006121258	NA	-0.298765600815066	NA	-0.320443496664356	-0.441836761523938	-0.333330832982736	-0.359132173875932	NA	-0.360064043269211	-0.306717718908548	-0.311938351487117	-0.285871355973947	-0.345408665015418	-0.332404949467562	-0.348861264463909	-0.286623168545494	NA	-0.349974373174249	-0.31628869763117	-0.298058454739216	-0.363735038914239	-0.32155186441554	NA	NA	-0.306806811782241	-0.361943967164947	-0.310729821062915	NA	-0.385390726565198	-0.499163579847788	-0.736805753524012	NA	-0.637708453866112	NA	-0.526263758210982	-0.343729985414263	NA	-0.417963143028861	NA	-0.502573121584483	-0.515522917911651	NA	-0.608820964298135	-0.531597425304634	NA	NA	NA	-0.272223934009456	NA	-0.6484120353655	NA	NA	-0.672875191341431	NA	NA	NA	-0.465835300872096	NA	NA	NA	-0.719903471050414	NA	NA
MICB	-0.626412797434915	NA	-0.366110603294843	-0.367276657524279	-0.441574026012067	-0.434731957523289	-0.413890531248049	-0.47605225521417	-0.756208966297942	-0.873008443000543	-0.647823959677437	-0.536238557072279	-0.757384983799692	-0.723620386205878	-0.861398548982338	NA	-0.754334267634413	-0.575527168257291	-0.650344789442352	-0.648712492606698	-0.507904268627945	-0.586248314069476	NA	-0.684096864795194	-0.767474344390738	-0.279627843320503	-0.341465519156734	-0.31461253553558	-0.330482377787088	-0.319508313015402	-0.317758354766053	-0.369183593323085	-0.298638777486969	-0.288008586100736	-0.32000516666554	-0.44193863504665	-0.333761677704108	-0.35938876604533	NA	-0.35975689841452	-0.307027090743599	-0.312531637026762	-0.28569925227442	-0.345715877944694	-0.332637613072252	-0.348735526196059	-0.285652915575116	-0.29815138212929	-0.349542780515077	-0.316720257292858	-0.297849721059608	-0.363688104404775	-0.321455951374574	-0.351636341030679	-0.321152949427771	-0.306962742158983	-0.362004348212449	-0.310564893654933	-0.332841028847515	-0.384941067934759	-0.495736513732017	-0.73097312429113	-0.525967053156134	-0.633702041494523	NA	-0.527373280995683	-0.343996192116947	NA	-0.416293380230686	-0.472653189135389	-0.500417730015206	-0.512553071545805	NA	-0.606719454602869	NA	-0.422274553737079	NA	-0.76393512519711	-0.271625720001004	-0.67020622128467	NA	-0.5618874474319	-0.648871775652941	-0.667272932113672	NA	-0.707098002361618	-0.679057813252837	-0.465087147717733	-0.498743138276456	-0.727905528629916	-0.674090449502948	-0.716718493850738	-0.495649937377603	-0.548124007656085
NLRP1	-0.190906207826272	-0.317284936525371	-0.295667745910714	-0.340061594832136	-0.390367018340027	-0.316049602685669	-0.316174328301027	-0.0687689674640708	-0.203411774836044	-0.371521195077178	0.0170333837789295	-0.126165914607075	-0.113299660904356	-0.0324156505401528	-0.268006016763324	NA	0.243726168440068	0.0870804849157853	-0.0945531625302891	-0.301599170795246	-0.03469344397125	-0.0868888810979125	-0.204198476695967	-0.090372364920521	-0.299859026817352	-0.262637403697761	-0.325383392443754	-0.304726986840031	-0.315294307446677	-0.304893409936208	-0.311845564976167	-0.3256200256753	-0.287389763449463	-0.278975539252289	NA	0.461653368284374	-0.320400716799588	-0.343834820239808	NA	-0.305325234771066	-0.295568910881197	-0.29880133746956	NA	-0.321657965359932	-0.321507706289412	-0.337457599076668	NA	-0.287949169045642	-0.314803804435418	-0.300295304533356	-0.280898202695747	-0.321820921742547	-0.298735263249288	-0.331354361366549	-0.29262273831461	-0.286748582907282	-0.299651858188582	-0.279135581934161	-0.29961333702491	-0.317644980506643	-0.108604311293048	-0.466420378767864	-0.318290624423198	NA	-0.296264404186538	-0.0456670673741172	-0.334730089581559	NA	-0.257848736632898	0.0178775867446881	-0.309012722064045	-0.113331917310725	NA	-0.26351104669745	-0.129886952391496	-0.175177189226466	-0.112482816477284	-0.296996559508737	-0.191239897949937	-0.378947223630167	-0.123637621990537	-0.137560214085384	-0.11803755305373	-0.194450530893412	NA	-0.410529640606014	-0.31087146956133	-0.352602207717559	-0.251418481938021	-0.300448845212297	-0.240786553552108	-0.362666248511273	-0.193971879280101	-0.111620090216267
NLRP3	-0.562649802472894	NA	-0.355493152923859	NA	NA	NA	-0.409434664409598	NA	-0.631707385864905	-0.714760085533165	NA	NA	NA	NA	NA	NA	-0.626730251697106	-0.377765829166666	NA	-0.49091619211932	NA	-0.533633858751282	-0.740827381718225	NA	NA	NA	NA	NA	-0.320944411158491	-0.317079550309116	NA	NA	NA	NA	NA	NA	-0.331139857822871	-0.357556940604878	NA	-0.352643448546126	-0.30610214763887	NA	-0.271337037032783	NA	-0.323278105815446	NA	NA	-0.295419870739226	-0.336751111246935	-0.307480368340338	-0.293351411172308	-0.350663407356319	-0.306650448508091	NA	-0.317814862896734	-0.298403485529646	-0.327111932584828	NA	NA	NA	NA	NA	NA	-0.622734136396602	NA	NA	NA	NA	NA	NA	-0.476104592485093	-0.455767129584786	NA	-0.576113035567735	NA	NA	NA	-0.582595049556467	-0.256026343765371	-0.626345569109585	NA	-0.537598586260424	-0.559028245778542	NA	NA	NA	-0.512340612668475	-0.431820868489149	NA	NA	NA	NA	-0.398484782770933	-0.510744760589209
PI3	-0.623738763989095	-0.415656650878934	-0.365241285734053	-0.36720732739179	-0.434099047216058	-0.434400792455142	-0.413267118550493	-0.477323435961	-0.760451599703824	-0.834823197091814	-0.647077132109353	-0.533345460743563	-0.760382208514236	-0.724461389375529	-0.85526079231506	NA	-0.761028274478018	-0.57792939067589	-0.648412479844094	-0.64775666174226	-0.50829922893731	-0.581686403228747	-0.898991859685136	-0.669933175548233	-0.763074807075958	-0.0312872823108981	-0.0472489371639565	-0.0632804081547018	-0.157305326065096	-0.170835562544607	-0.151007730363184	-0.333201987129965	-0.111629907649384	-0.0999513522001524	-0.165771835677288	-0.419669611128097	-0.16613484681284	-0.0935595466696272	NA	-0.324432603513536	-0.163870384638606	-0.137854095013732	-0.139745406096788	-0.0904514839510907	-0.0472572654607475	-0.150077230236223	-0.222450800552512	-0.187271021260818	-0.198706524970623	-0.0273978949664807	-0.191739906685042	-0.188422495201176	-0.0482590340180235	-0.218366963779915	-0.18930280303428	-0.0991702550208828	-0.218866392611188	-0.145390161058054	-0.157524762225096	-0.267539936857003	-0.491068081595139	-0.661353121685128	-0.516246926639394	-0.61713437038587	-0.375274001107895	-0.528410530851391	-0.165463430846725	NA	-0.408145399059578	-0.473437613981454	-0.500874328733918	-0.511429031341025	NA	-0.600777237658655	-0.530332390139916	-0.419213069298399	NA	-0.767072134456429	-0.271289585103625	-0.670414567880929	-0.64449644996275	-0.562809855356902	-0.651932775992794	-0.669100139384883	NA	-0.700083681990277	-0.681306378505765	-0.290879387036365	-0.502211530348638	-0.724061354810075	-0.670653978556922	-0.709591906108631	-0.497618282478888	-0.549025437388095
PYCARD	0.329074152563857	0.784360201146792	0.160551417613648	0.121126487020029	0.808981145997189	0.658095406091607	0.646608380033597	0.0607729370449185	0.50250332745071	1.45107493433346	0.389765120443733	0.417168199924586	2.12035192539969	0.505661416474461	0.552845702384205	NA	0.449130782292845	0.30018503328084	0.827784318418893	1.20018196589648	0.157163939816231	0.334544845626747	0.298116241324036	0.533553474057333	0.119977808713189	0.0399469204854215	0.0606879167407738	-0.110058354000888	-0.0644470239516512	-0.151156134401106	-0.158917704426388	0.116333943969515	-0.152349798169374	-0.19045916460739	-0.0978744687262678	0.967794089659655	-0.236585527162705	-0.135231479106207	NA	0.182594398170628	-0.181442773694979	-0.168114036129666	-0.142977839877611	-0.182855839138217	-0.248295375520166	-0.254216188948581	-0.218858656313465	-0.217491160641502	-0.191354341348907	-0.201243107772856	-0.194703830767673	-0.122401135823847	-0.184461144581056	-0.25476146824495	-0.193054901659309	-0.187581205705457	-0.112604451589591	-0.0966664722663365	-0.139176325407776	0.338971791936292	0.594261088681075	0.78267280407026	0.348263020795469	0.509045876026546	NA	0.863033374513976	-0.236162463585231	NA	NA	0.768913584042543	1.13883180667814	0.222165637729193	NA	0.467431912278567	0.548917677314117	0.281819912313412	1.70260430440128	0.313151475125039	-0.13159575914095	0.100697366411262	0.318837866527971	0.30143912934827	0.507142593747764	0.148937982309273	NA	0.520356731611684	0.319684811089597	-0.183238658729307	0.201987640616415	0.169818219054826	0.400997814621397	0.168615412581166	0.130457145055035	0.144041031652266
REG3A	3.39072419077548	NA	NA	1.15249603002904	0.48347202505243	NA	NA	NA	3.33925349102422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.184256816587278	NA	NA	NA	NA	NA	-0.173599298509328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.328301255320353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10185961092695	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.73636038078458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100A8	-0.405489068917406	-0.237546516528697	0.539790521379051	0.0870457553033877	NA	-0.0974481009342425	0.711516500155154	-0.449901637955121	-0.660056350001756	0.00854299588411397	NA	-0.407390643618775	-0.703326633535203	-0.63618308353922	-0.36397885027078	NA	-0.729587872405875	-0.561114713170259	-0.310790360894984	-0.578624865038564	-0.500345454826145	-0.442937101339274	1.78811600381509	-0.517188833690399	0.115038400574715	2.8143319487616	3.05280782767647	2.60096332836824	3.29076080664891	1.79883969500226	2.00340158490649	2.24029815319904	1.35856657416988	1.15602998445683	1.21718871543764	3.15167198515652	1.82483738213901	1.98103001793723	NA	0.960508651064913	2.05904245464105	1.30537212860683	1.42202914068471	2.33156510496127	1.59758070754864	1.99553872993135	0.132086622116463	1.30001388535253	1.80137892917386	1.47147163292644	1.19418158890932	2.14753342899339	2.28633175753699	1.88034007972679	1.79088168400793	1.73024315478847	1.49701671297102	1.22067579202348	1.21887800443781	1.92769277502158	-0.257671362419978	1.93117154345478	-0.370638488572924	0.722626555460235	-0.225733615427781	-0.499385314518092	1.16915451026776	NA	-0.385782175053035	NA	-0.326521805079243	-0.336204330639379	NA	-0.256289510132642	-0.480696731729285	-0.203759189209271	-0.592021065184947	0.0748090396634326	-0.261248172346571	-0.558013259289086	-0.637441297210475	-0.545148738044883	-0.528818069251229	-0.391145077164587	-1.11277451083991	-0.464268917434348	-0.672267781064224	2.09427233242412	-0.115111662688729	-0.154711810534179	-0.652987977419018	-0.376518795892887	-0.453812630426461	-0.400790118845279
S100A9	-0.374883695331017	-0.376646402956128	0.0411286640364771	-0.277139190554502	1.04565831068348	-0.388057816447611	-0.164643693212718	-0.457906337116604	-0.664730097556043	-0.0573542077476604	-0.618142716407783	-0.422083078051758	-0.744148368008702	-0.640869000096604	-0.0541315335237115	NA	-0.747531239497902	-0.560080743727441	-0.486715824348458	-0.595392444555684	-0.499392260163749	-0.497639582884791	1.06242210890736	-0.571136072048331	0.00650910281909809	4.99668008814085	3.90463156528208	3.20270693074076	2.55093864624746	4.39155346146423	3.40121962779076	3.55366890636377	1.79175782949513	2.74881548570201	2.32005169819345	NA	3.11761271351913	3.11838571501519	NA	1.28052647239338	3.26447766184652	2.31373861898224	NA	2.20120267262346	2.41125460730697	3.4483542724762	1.92645156226448	2.25622065616915	2.95426176803177	2.82744068073017	2.37461258252828	2.72954344354554	3.19045119570034	3.52325662095499	2.52178524656954	2.39998535846645	2.97992399094701	2.37636786539261	2.18291164746725	4.15526420059536	-0.327005696564178	3.23782194987544	-0.146566798377829	1.60946957419004	0.0103861200239559	-0.448253028591558	2.30591361451898	NA	-0.345983077015476	-0.460063647340838	-0.362324418844336	-0.362747424660888	NA	-0.169277671234806	-0.523556187215455	-0.010489951793543	NA	0.14807215023576	-0.268658950966087	-0.404783868751129	-0.610854317885109	NA	-0.582748988865467	-0.409413175561149	NA	-0.276467650828053	-0.674742603160033	2.48523350197568	-0.251244096637783	0.0625944662466978	-0.612298501931782	-0.482309427182802	-0.474295414294565	-0.402427094836942
TNF	0.0570355246828568	-0.38026286987125	-0.325232043840767	-0.341891141341089	-0.404517141753177	-0.393541102721715	-0.366952621155411	-0.0366837913327179	-0.0385638771301668	0.383544562061457	0.095753317796408	-0.0568187793094606	-0.16990606968434	0.287841207609575	-0.17810758586528	NA	-0.0862467853518273	0.125382599873556	-0.184399582598236	-0.378035409595744	-0.265443530037931	0.134962291338047	-0.48008417949214	-0.272454965885238	0.0150233735477071	-0.250488043039702	NA	-0.288820477920956	-0.290964701389272	-0.296413682919252	-0.284408438724785	-0.310518793310321	-0.279620904156851	-0.265074746612445	-0.253756722465937	NA	-0.258933690741104	-0.269401001976359	NA	-0.23387536258053	-0.273111476963267	-0.28570304090059	-0.166121983490268	-0.281043494706997	-0.283896332979641	-0.29135125257706	-0.248530646985893	-0.251953307217607	-0.240114462616985	-0.259685102147357	-0.249382121269133	-0.235023695991152	-0.248725573553624	-0.248462050149517	-0.266508331741653	-0.262569129576238	-0.275885396681277	-0.267224791455659	-0.277017692069742	-0.317676387727894	-0.240391177127525	-0.220674449974267	0.0248422807121984	-0.172305792269111	-0.237135941997813	-0.245728597920948	-0.325536531063469	NA	-0.124864002344406	-0.161612341534571	-0.24515980960487	-0.134767257327017	NA	-0.175733938450589	-0.25913877515562	-0.214480581975009	NA	0.0960131671849317	-0.193363967042089	-0.318332602286321	0.209929577100575	-0.129991347655865	0.0704022524631955	0.112001771565072	NA	-0.0293162720711187	0.0397191585918767	-0.0459002447654388	0.380514878870889	0.176526164105004	-0.026308703135756	-0.0434974244051804	-0.318018388670142	0.567239604224667
TRGC1	0.204890699586322	0.414185538247982	0.0287464169572387	0.0451147516145399	-0.102848622447655	0.524547147218672	0.251078607636788	NA	2.03452454632902	1.32806522833967	NA	0.950548293243568	NA	2.35508507122275	3.36185795881003	NA	1.28416440700388	0.21861682813703	NA	0.920264502208866	1.50526323514245	1.4339062364354	-0.210277873814276	-0.233222632760692	-0.218041596154761	-0.270240346649175	NA	-0.297842666879684	NA	-0.247627418538153	-0.304236645492973	-0.189407670436497	-0.276829092917571	-0.249394306687203	0.0137755102391541	NA	-0.248377212123586	-0.0916465275554222	NA	-0.117492234111053	-0.249650734781197	-0.23553697782957	0.157395837049261	-0.181281673733432	-0.145768877601642	-0.0363644988363843	-0.0497700640837926	-0.131711989451262	-0.106255187896596	-0.030263253066655	-0.0968863559044769	0.109469663267218	-0.202142819766104	-0.0903572858917738	-0.15174062673135	-0.0539256493928334	-0.12482017763751	NA	NA	-0.329572126816465	-0.234768441155367	-0.346475262671317	NA	NA	NA	0.117349704112185	-0.330868310930214	NA	0.03419949180028	NA	-0.0662303194668836	1.22056465314673	NA	0.472668009359636	NA	NA	NA	1.56521889190093	NA	1.05743154672896	2.04290350616553	-0.0812858420255507	1.21413303106085	1.31381636880258	NA	0.410681809761232	1.35308813997699	0.0433197237814636	0.443706541428942	3.25645569382348	2.41487007169111	3.00252556402544	0.410961388262859	NA
WIPI1	0.563072627799363	0.2816274770698	0.0333854851794844	0.0349493512801609	0.307393320110191	0.334381437124082	0.292605704448409	0.72370296708683	0.126500739224626	0.617660145060245	0.472791522520786	0.415180410851712	0.808055070745619	0.17396711270667	0.259406566228689	NA	-0.105953436451422	0.426199717406202	0.364931184778153	0.0367327392788181	-0.172912308237776	0.0916785711122747	-0.185135993973206	0.137010884304521	-0.109167028191648	-0.206032971773404	-0.269364359214641	-0.262749056925083	-0.266047582970152	-0.254980577934325	-0.26702840550362	NA	-0.261689393188352	-0.255833853319006	-0.265977386232865	-0.39435798644981	-0.303462720286203	-0.305849134645244	NA	-0.189816596245056	-0.250554685874786	-0.26289435317144	-0.207866098170992	-0.289260431384011	-0.256610058150862	-0.309685056330207	-0.253095430971998	-0.256200909813892	-0.278483490978548	-0.283867870811282	-0.241783657629884	-0.275651217856114	-0.264973852843907	-0.296348259317171	-0.287103480275668	-0.24066379965849	-0.257692295104677	-0.268713075662903	-0.290013777871642	-0.269863842878037	0.374906913817113	-0.213584505765985	0.12513375513207	-0.122583770371246	-0.188123507279983	0.0114431632793354	-0.302886356181398	NA	-0.126619816612763	-0.0849521806217818	0.172317570698269	-0.0179402610259761	NA	0.278336496749256	-0.0832813356630361	0.201569905539442	1.29448768401672	0.479467140253626	-0.104363939736994	-0.148638343885975	0.302660378515148	-0.0100245850980505	0.731883566452846	0.935952660925101	NA	0.0912959626446062	0.179539847920843	-0.265168435593843	-0.00183457064928588	-0.263706783106711	0.149141193946996	0.22474016556932	0.161942023838085	-0.0548957199042502
