variable	Difference	lwr	upr	p_adj	Groups
526	CXCL2	2.60516707102457	0.150701635284643	5.0596325067645	0.0292632258294259	PSL.late.20_Inf-PSNL.early.0_10
545	CXCL2	-1.76164816043995	-3.34599878651703	-0.17729753436287	0.0184798383571636	PSNL.early.10_20-PSL.early.10_20
547	CXCL2	-3.30153712519893	-5.65150886842731	-0.951565381970548	0.00101213731474747	PSNL.late.10_20-PSL.early.10_20
554	CXCL2	2.48473009230598	0.812293808252237	4.15716637635973	0.000433826034588303	PSL.early.20_Inf-PSNL.early.10_20
556	CXCL2	2.17733324898614	0.0517038289245138	4.30296266904776	0.0405714770579838	PSL.late.20_Inf-PSNL.early.10_20
558	CXCL2	-2.98677794138591	-5.73095372275497	-0.242602160016841	0.0229315975105969	PSNL.late.10_20-PSL.late.10_20
563	CXCL2	4.02461905706496	1.61438184636546	6.43485626776446	6.06565264357206e-05	PSL.early.20_Inf-PSNL.late.10_20
565	CXCL2	3.71722221374512	0.973046432376051	6.46139799511418	0.00170329260989777	PSL.late.20_Inf-PSNL.late.10_20
567	CXCL2	-1.97321931748163	-3.73340770313289	-0.213030931830365	0.0169797455122361	PSNL.early.20_Inf-PSL.early.20_Inf
694	FOXP3	-2.51659978236127	-4.35672353662557	-0.676476028096973	0.00119595860339905	PSNL.early.0_10-PSL.early.0_10
696	FOXP3	-2.48245517963067	-4.60724706936411	-0.35766328989724	0.0100616005208826	PSNL.late.0_10-PSL.early.0_10
698	FOXP3	-2.44936284092044	-4.07219945270906	-0.826526229131822	0.000237450589140598	PSNL.early.10_20-PSL.early.0_10
700	FOXP3	-3.28940010932912	-5.72365502701205	-0.855145191646187	0.00143419807905809	PSNL.late.10_20-PSL.early.0_10
702	FOXP3	-2.17544135674074	-3.83410649404054	-0.516776219440932	0.00222090901160477	PSNL.early.20_Inf-PSL.early.0_10
707	FOXP3	2.37811666398287	0.78452274668279	3.97171058128294	0.000289302155484061	PSL.early.10_20-PSNL.early.0_10
724	FOXP3	2.34397206125227	0.428710534221288	4.25923358828325	0.00567817742535026	PSL.early.10_20-PSNL.late.0_10
732	FOXP3	-2.31087972254204	-3.64769863728316	-0.974060807800913	1.753674406757e-05	PSNL.early.10_20-PSL.early.10_20
734	FOXP3	-3.15091699095071	-5.40459912171175	-0.897234860189679	0.00084948110209182	PSNL.late.10_20-PSL.early.10_20
736	FOXP3	-2.03695823836233	-3.41705105406055	-0.656865422664109	0.000349463662093985	PSNL.early.20_Inf-PSL.early.10_20
745	FOXP3	-2.7527228522198	-5.40871271438659	-0.0967329900530114	0.0360277145396866	PSNL.late.10_20-PSL.late.10_20
828	IFNG	-3.40686686254089	-6.11504604689574	-0.698687678186028	0.00407200866268986	PSNL.late.0_10-PSL.early.0_10
830	IFNG	-2.14651492395424	-3.95196771352415	-0.341062134384338	0.00831045535102515	PSNL.early.10_20-PSL.early.0_10
832	IFNG	-3.40161643147331	-6.10979561582817	-0.693437247118455	0.00415575750175246	PSNL.late.10_20-PSL.early.0_10
836	IFNG	-2.59525532293931	-4.9591479149031	-0.231362730975517	0.0203774949983639	PSNL.late.20_Inf-PSL.early.0_10
852	IFNG	2.34297153536592	0.151584452343606	4.53435861838823	0.0267213398704709	PSL.early.20_Inf-PSL.late.0_10
856	IFNG	3.23993342205356	0.732646699392198	5.74722014471492	0.00283456512944458	PSL.early.10_20-PSNL.late.0_10
858	IFNG	3.17494439479506	0.220078654840323	6.1298101347498	0.0254268692636105	PSL.late.10_20-PSNL.late.0_10
860	IFNG	3.65558337562223	1.09659458004912	6.21457217119534	0.000637875884579087	PSL.early.20_Inf-PSNL.late.0_10
861	IFNG	2.96483359715228	0.369545275094822	5.56012191920973	0.0132302644053737	PSNL.early.20_Inf-PSNL.late.0_10
864	IFNG	-1.97958148346692	-3.46683129114106	-0.492331675792779	0.00186718135757546	PSNL.early.10_20-PSL.early.10_20
866	IFNG	-3.23468299098599	-5.74196971364735	-0.727396268324625	0.00289856403821198	PSNL.late.10_20-PSL.early.10_20
870	IFNG	-2.42832188245198	-4.55910586995571	-0.297537894948251	0.0135936661004606	PSNL.late.20_Inf-PSL.early.10_20
873	IFNG	2.39523143703559	0.822384039268878	3.9680788348023	0.000219247595131478	PSL.early.20_Inf-PSNL.early.10_20
874	IFNG	1.70448165856564	0.0732407948668949	3.33572252226438	0.0334414275108019	PSNL.early.20_Inf-PSNL.early.10_20
877	IFNG	-3.16969396372749	-6.12455970368223	-0.21482822377275	0.0258537373299738	PSNL.late.10_20-PSL.late.10_20
882	IFNG	3.65033294455466	1.09134414898155	6.20932174012776	0.000652679015277102	PSL.early.20_Inf-PSNL.late.10_20
883	IFNG	2.9595831660847	0.36429484402725	5.55487148814216	0.0134964083631263	PSNL.early.20_Inf-PSNL.late.10_20
888	IFNG	-2.84397183602065	-5.03535891904296	-0.652584752998338	0.00267035014322692	PSNL.late.20_Inf-PSL.early.20_Inf
970	IL1b	4.00509254992138	0.758187703279996	7.25199739656276	0.00588593931055481	PSL.early.10_20-PSNL.early.0_10
973	IL1b	4.40659027634711	1.10934281755796	7.70383773513626	0.00210402562131495	PSL.early.20_Inf-PSNL.early.0_10
