,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,IL4,,,,Bact,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,V8_PMA,26.402000427246094,0.18,26.53,,18.552000045776367,0.034674,18.59,,7.94,-3.19,0.18,,9.123,0.085607,,
,V8_SEB,26.055999755859375,,,,14.305999755859375,,,,,,,,,,,
,V8_SEB,26.143999099731445,,,,14.413999557495117,,,,,,,,,,,
,V8_SEB,26.055999755859375,0.050806,26.09,,14.394000053405762,0.057457,14.37,,11.71,0.59,0.076698,,0.665,0.036156,,
,V8_72h,36.976001739501953,,,,15.234999656677246,,,,,,,,,,,
,V8_72h,33.011001586914063,,,,15.159999847412109,,,,,,,,,,,
,V8_72h,Undetermined,2.80,34.99,,15.28600025177002,0.06338,15.23,,19.77,8.64,2.80,,0.002503,1.50,,
,V9_PMA,27.155000686645508,,,,19.415000915527344,,,,,,,,,,,
,V9_PMA,27.031000137329102,,,,19.202999114990234,,,,,,,,,,,
,V9_PMA,,0.087682,27.09,,19.208000183105469,0.12,19.28,,7.82,-3.31,0.15,,9.896,0.079865,,
,V9_SEB,27.690000534057617,,,,15.899999618530273,,,,,,,,,,,
,V9_SEB,27.844999313354492,,,,15.98799991607666,,,,,,,,,,,
,V9_SEB,27.298999786376953,0.28,27.61,,15.815999984741211,0.086008,15.90,,11.71,0.59,0.29,,0.666,0.14,,
,V9_72h,Undetermined,,,,18.64900016784668,,,,,,,,,,,
,V9_72h,Undetermined,,,,18.708000183105469,,,,,,,,,,,
,V9_72h,Undetermined,#DIV/0!,#DIV/0!,,18.700000762939453,0.032005,18.69,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V10_PMA,31.413000106811523,,,,22.187000274658203,,,,,,,,,,,
,V10_PMA,,,,,22.187000274658203,,,,,,,,,,,
